none,Teacher,Class,Reviewer,Date,Difficulty,Test,Report,Attendance,Comments
,楊,基礎中国語,,2011年09月09日,仏,あり,なし,あり,授業自体はとてつもなくゆるいが、テストが６０分で８０問というなかなか厳しい内容だった。先輩からの「ヌルゲー」という話を当てにすると痛い目に遭うので注意。ちゃんと勉強すれば解けるが。
,坂巻,基礎フランス語Ⅰ,,2011年09月09日,並,あり,なし,あり,とりあえず出席してまじめに受けとけばおｋ　暗記すればテストいける
,岩佐　直仁,物理Ｄ,,2011年09月09日,ど鬼,あり,あり,なし,授業聞き取れない。板書汚い。本人が計算ミス。授業やるより自習を勧める。
,関口仁子,物理Ｄ,,2011年09月09日,鬼,あり,なし,なし,３回のテストのみで評価される。しかし、授業内容が意味不明で、自力で勉強しないと単位修得は難しいだろう。物理を学習していない人はとらない方がいいです。
,青木輝勝,情報基礎A,,2011年09月09日,仏,なし,あり,あり,授業自体のレベルは低く、プリントにすべてやり方が書いてあるので授業を聞かずにさっさと課題だけをやって提出すればよい。課題自体も難易度が低いものなので本来の授業終了時刻よりもかなり早く教室からでることが可能。C言語のプログラミングで参考書を紹介されるが買わなくても全く問題はない。
,小室,化学A,,2011年09月09日,やや仏,あり,あり,あり,今年が初めての講義ということだったが、レポートも比較的簡単で試験も授業を普通に聞いていれば簡単に解けるレベルであった。毎回プリントは配られるが授業内容を網羅しているわけではないので高評価を狙うなら全授業をマジメに受けるべしである。余談だがとあるB1スレのコテもこの講座を受けていたらしい。
,西出　優子,経営組織,,2011年09月09日,仏,あり,あり,時々あり,"単位取得は出来るみたいなので仏としましたが、決して授業運びがうまいわけではありません。また、成績評価の内訳は出席10%,期末レポート20%,期末試験70%となっていますが、期末試験は膨大な資料から出題され（持込不可）、なおかつ重箱の隅を突くような問題ばかりなので、レポートは提出しておいた方がよいでしょう。ちなみに期末レポートを授業中に発表するとAA確実らしいです。"
,三宅　充展,ミクロ経済分析,,2011年09月09日,ど仏,あり,なし,なし,エンジェル。時折興奮のせいか何を云っているのか分からなくなる時がしばしばありますが、裏を返せばそれだけこの授業への思い入れが強いということでしょう。中間試験は難しいですが、直前に予想問題が配布され、解説もしてくれるので授業に出席していれば期末試験で分からないということはないはずです。計算ミスにだけ注意しましょう。
,高浦　康有,経営原理,,2011年09月09日,鬼,あり,時々あり,時々あり,数回授業中にビデオを見せられ、それに関するコメントが優秀であると見なされれば採用回数1回につき2点が成績に加点されますが、基本的には期末試験一発勝負です。これは過去問がないとかなり厳しいでしょう。問題を大幅に変更することはあまりしないみたいですが、その代わり選択肢が微妙に変更されてくるので、丸暗記は自殺行為です。教科書、ノートを読みこんだうえで、正解以外の選択肢も検討していくほかないでしょう。
,川端　望,プレゼミ,,2011年09月09日,仏,なし,あり,あり,非常に有意義な授業です。レベルはやや高めですが、内容が充実しています。また、3年次からのゼミに備えてレポートのルールなどもしっかりと学ぶことができます。出席とレポート、および授業中のディベートをちゃんとやればAはくれるそうなので是非どうぞ。
,中島,物理Ａ,,2011年09月08日,ど鬼,あり,なし,あり,教科書は指定されるが、それに沿わずに授業が進められる。板書もひたすら式を書くだけなので、常に本気で聴いていなければ内容を理解することは難しいと思われる。およそ四分の一の学生が単位を落としていた。
,勝山,東洋史学入門,,2011年09月08日,並,あり,なし,時々あり,人文系では定評のある先生で、講義を聞いていても学生を尊重し信頼してくれているタイプ。その信頼関係があるから良い授業が成り立つので、教室最後列の皆さん、その秩序を乱すのはやめてくださいね。勝山先生をガッカリさせることはやめましょ。先輩の話だと以前よりは成績評価が厳しくなっているそうで、先生自身も全学教育の平均的な成績分布に準拠して成績を付けていると明言している。それゆえに成績としての評価は「並」だ。
,長谷,英語B1,,2011年09月08日,,あり,なし,あり,他組履修してでも回避したほうが良い。あまりにもひどすぎる。[テスト]教科書をコピーした物がでてきた。この問題、見たことあるぜ！と侮ってはいけない。なぜなら長文読解の問題をリスニングに転用してくるからである。「○○は何行に書かれていますか？」という問題すら、リスニングで解かされた。教科書を文字通り丸暗記してないと解けない。テスト対策としては、解答丸暗記。問題同じだから満点取れる。この授業では英語のスキルより暗記力のスキルが問われると考えて差し支えない。[他]レポートはない。出席はある。
,高浦,基礎ゼミ:めざせ!社会起業家,,2011年09月08日,ど仏,なし,あり,あり,評価は出席と最終レポート(と恐らくグループ発表)　いろいろなベンチャー企業の社長さんの話を聞けておもしろかった。グループ発表は指定課題がそもそもムチャ振りだったためみんな困惑していた。　ちなみに高浦さん自身は声が小さい上に、彼の板書が見づらい。
,劉庭秀,自然と環境,,2011年09月08日,ど仏,なし,あり,あり,廃棄物のリサイクルの話。授業はなかなか難解だけど聞いていておもしろかった。最後の2回に課題発表があるが、授業と関係なしに独自に調べてもOK。先生曰く、「えろと、みんなにはAかAAをあげるので安心してください」だそうだ。ただし、今年は受講人数が少なかったために課題発表となったが、多い年には試験もやったとのことなので注意。
